Date,Close
2020-06-12,187.056
2020-06-15,198.179993
2020-06-16,196.425995
2020-06-17,198.358002
2020-06-18,200.792007
2020-06-19,200.179993
2020-06-22,198.863998
2020-06-23,200.356003
2020-06-24,192.169998
2020-06-25,197.195999
2020-06-26,191.947998
2020-06-29,201.869995
2020-06-30,215.962006
2020-07-01,223.925995
2020-07-02,241.731995
2020-07-06,274.31601
2020-07-07,277.971985
2020-07-08,273.175995
2020-07-09,278.855988
2020-07-10,308.929993
2020-07-13,299.411987
2020-07-14,303.359985
2020-07-15,309.201996
2020-07-16,300.127991
2020-07-17,300.167999
2020-07-20,328.600006
2020-07-21,313.671997
2020-07-22,318.466003
2020-07-23,302.614014
2020-07-24,283.399994
2020-07-27,307.920013
2020-07-28,295.298004
2020-07-29,299.821991
2020-07-30,297.497986
2020-07-31,286.152008
2020-08-03,297
2020-08-04,297.399994
2020-08-05,297.003998
2020-08-06,297.915985
2020-08-07,290.541992
2020-08-10,283.713989
2020-08-11,274.877991
2020-08-12,310.951996
2020-08-13,324.200012
2020-08-14,330.141998
2020-08-17,367.127991
2020-08-18,377.417999
2020-08-19,375.705994
2020-08-20,400.365997
2020-08-21,409.996002
2020-08-24,402.839996
2020-08-25,404.667999
2020-08-26,430.634003
2020-08-27,447.75
2020-08-28,442.679993
2020-08-31,498.320007
2020-09-01,475.049988
2020-09-02,447.369995
2020-09-03,407
2020-09-04,418.320007
2020-09-08,330.209991
2020-09-09,366.279999
2020-09-10,371.339996
2020-09-11,372.720001
2020-09-14,419.619995
2020-09-15,449.76001
2020-09-16,441.76001
2020-09-17,423.429993
2020-09-18,442.149994
2020-09-21,449.390015
2020-09-22,424.230011
2020-09-23,380.359985
2020-09-24,387.790009
2020-09-25,407.339996
2020-09-28,421.200012
2020-09-29,419.070007
2020-09-30,429.01001
2020-10-01,448.160004
2020-10-02,415.089996
2020-10-05,425.679993
2020-10-06,413.980011
2020-10-07,425.299988
2020-10-08,425.920013
2020-10-09,434
2020-10-12,442.299988
2020-10-13,446.649994
2020-10-14,461.299988
2020-10-15,448.880005
2020-10-16,439.670013
2020-10-19,430.829987
2020-10-20,421.940002
2020-10-21,422.640015
2020-10-22,425.790009
2020-10-23,420.630005
2020-10-26,420.279999
2020-10-27,424.679993
2020-10-28,406.019989
2020-10-29,410.829987
2020-10-30,388.040009
2020-11-02,400.51001
2020-11-03,423.899994
2020-11-04,420.980011
2020-11-05,438.089996
2020-11-06,429.950012
2020-11-09,421.26001
2020-11-10,410.359985
2020-11-11,417.130005
2020-11-12,411.76001
2020-11-13,408.5
2020-11-16,408.089996
2020-11-17,441.609985
2020-11-18,486.640015
2020-11-19,499.269989
2020-11-20,489.609985
2020-11-23,521.849976
2020-11-24,555.380005
2020-11-25,574
2020-11-27,585.76001
2020-11-30,567.599976
2020-12-01,584.76001
2020-12-02,568.820007
2020-12-03,593.380005
2020-12-04,599.039978
2020-12-07,641.76001
2020-12-08,649.880005
2020-12-09,604.47998
2020-12-10,627.070007
2020-12-11,609.98999
2020-12-14,639.830017
2020-12-15,633.25
2020-12-16,622.77002
2020-12-17,655.900024
2020-12-18,695
2020-12-21,649.859985
2020-12-22,640.340027
2020-12-23,645.97998
2020-12-24,661.77002
2020-12-28,663.690002
2020-12-29,665.98999
2020-12-30,694.780029
2020-12-31,705.669983
2021-01-04,729.77002
2021-01-05,735.109985
2021-01-06,755.97998
2021-01-07,816.039978
2021-01-08,880.02002
2021-01-11,811.190002
2021-01-12,849.440002
2021-01-13,854.409973
2021-01-14,845
2021-01-15,826.159973
2021-01-19,844.549988
2021-01-20,850.450012
2021-01-21,844.98999
2021-01-22,846.640015
2021-01-25,880.799988
2021-01-26,883.090027
2021-01-27,864.159973
2021-01-28,835.429993
2021-01-29,793.530029
2021-02-01,839.809998
2021-02-02,872.789978
2021-02-03,854.690002
2021-02-04,849.98999
2021-02-05,852.22998
2021-02-08,863.419983
2021-02-09,849.460022
2021-02-10,804.820007
2021-02-11,811.659973
2021-02-12,816.119995
2021-02-16,796.219971
2021-02-17,798.150024
2021-02-18,787.380005
2021-02-19,781.299988
2021-02-22,714.5
2021-02-23,698.840027
2021-02-24,742.02002
2021-02-25,682.219971
2021-02-26,675.5
2021-03-01,718.429993
2021-03-02,686.440002
2021-03-03,653.200012
2021-03-04,621.440002
2021-03-05,597.950012
2021-03-08,563
2021-03-09,673.580017
2021-03-10,668.059998
2021-03-11,699.599976
2021-03-12,693.72998
2021-03-15,707.940002
2021-03-16,676.880005
2021-03-17,701.809998
2021-03-18,653.159973
2021-03-19,654.869995
2021-03-22,670
2021-03-23,662.159973
2021-03-24,630.27002
2021-03-25,640.390015
2021-03-26,618.710022
2021-03-29,611.289978
2021-03-30,635.619995
2021-03-31,667.929993
2021-04-01,661.75
2021-04-05,691.049988
2021-04-06,691.619995
2021-04-07,670.969971
2021-04-08,683.799988
2021-04-09,677.02002
2021-04-12,701.97998
2021-04-13,762.320007
2021-04-14,732.22998
2021-04-15,738.849976
2021-04-16,739.780029
2021-04-19,714.630005
2021-04-20,718.98999
2021-04-21,744.119995
2021-04-22,719.690002
2021-04-23,729.400024
2021-04-26,738.200012
2021-04-27,704.73999
2021-04-28,694.400024
2021-04-29,677
2021-04-30,709.440002
2021-05-03,684.900024
2021-05-04,673.599976
2021-05-05,670.940002
2021-05-06,663.539978
2021-05-07,672.369995
2021-05-10,629.039978
2021-05-11,617.200012
2021-05-12,589.890015
2021-05-13,571.690002
2021-05-14,589.73999
2021-05-17,576.830017
2021-05-18,577.869995
2021-05-19,563.460022
2021-05-20,586.780029
2021-05-21,580.880005
2021-05-24,606.440002
2021-05-25,604.690002
2021-05-26,619.130005
2021-05-27,630.849976
2021-05-28,625.219971
2021-06-01,623.900024
2021-06-02,605.119995
2021-06-03,572.840027
2021-06-04,599.049988
2021-06-07,605.130005
2021-06-08,603.590027
2021-06-09,598.780029
2021-06-10,610.119995
2021-06-11,609.890015
2021-06-14,617.690002
2021-06-15,599.359985
2021-06-16,604.869995
2021-06-17,616.599976
2021-06-18,623.309998
2021-06-21,620.830017
2021-06-22,623.710022
2021-06-23,656.570007
2021-06-24,679.820007
2021-06-25,671.869995
2021-06-28,688.719971
2021-06-29,680.76001
2021-06-30,679.700012
2021-07-01,677.919983
2021-07-02,678.900024
2021-07-06,659.580017
2021-07-07,644.650024
2021-07-08,652.809998
2021-07-09,656.950012
2021-07-12,685.700012
2021-07-13,668.539978
2021-07-14,653.380005
2021-07-15,650.599976
2021-07-16,644.219971
2021-07-19,646.219971
2021-07-20,660.5
2021-07-21,655.289978
2021-07-22,649.26001
2021-07-23,643.380005
2021-07-26,657.619995
2021-07-27,644.780029
2021-07-28,646.97998
2021-07-29,677.349976
2021-07-30,687.200012
2021-08-02,709.669983
2021-08-03,709.73999
2021-08-04,710.919983
2021-08-05,714.630005
2021-08-06,699.099976
2021-08-09,713.76001
2021-08-10,709.98999
2021-08-11,707.820007
2021-08-12,722.25
2021-08-13,717.169983
2021-08-16,686.169983
2021-08-17,665.710022
2021-08-18,688.98999
2021-08-19,673.469971
2021-08-20,680.26001
2021-08-23,706.299988
2021-08-24,708.48999
2021-08-25,711.200012
2021-08-26,701.159973
2021-08-27,711.919983
2021-08-30,730.909973
2021-08-31,735.719971
2021-09-01,734.090027
2021-09-02,732.390015
2021-09-03,733.570007
2021-09-07,752.919983
2021-09-08,753.869995
2021-09-09,754.859985
2021-09-10,736.27002
2021-09-13,743
2021-09-14,744.48999
2021-09-15,755.830017
2021-09-16,756.98999
2021-09-17,759.48999
2021-09-20,730.169983
2021-09-21,739.380005
2021-09-22,751.940002
2021-09-23,753.640015
2021-09-24,774.390015
2021-09-27,791.359985
2021-09-28,777.559998
2021-09-29,781.309998
2021-09-30,775.47998
2021-10-01,775.219971
2021-10-04,781.530029
2021-10-05,780.590027
2021-10-06,782.75
2021-10-07,793.609985
2021-10-08,785.48999
2021-10-11,791.940002
2021-10-12,805.719971
2021-10-13,811.080017
2021-10-14,818.320007
2021-10-15,843.030029
2021-10-18,870.109985
2021-10-19,864.27002
2021-10-20,865.799988
2021-10-21,894
2021-10-22,909.679993
2021-10-25,1024.859985
2021-10-26,1018.429993
2021-10-27,1037.859985
2021-10-28,1077.040039
